comment_id,comment_text,brand,search_term,source,additional_info,Subjectivity,Polarity
7265090288929997573,you deadass look like a fucking mom💀,Lululemon,like,TikTok,"{ likes: 1, date: '2023-08-08 23:01:12'}",1,0
7262095637498807083,Wow that whole color palette is chef's kiss on your complexion. literally the glow,Lululemon,color,TikTok,"{ likes: 3, date: '2023-07-31 21:20:20'}",1,1
7311790958650557189,waste of time,Calvin Klein,waste,TikTok,"{ likes: 0, date: '2023-12-12 19:23:34'}",1,0
7341139815890535174,old money is much better,Ralph Lauren,better,TikTok,"{ likes: 0, date: '2024-02-29 21:32:11'}",1,0
7244216571118338858,Cartier and breightlings under rated watches,Cartier,Cartier,TikTok,"{ likes: 2, date: '2023-06-13 17:00:26'}",1,1
7327818216200831786,We can all confirm we had given a Tommy Hilfiger shirts or pants to our dearly grandparents & parents for Christmas & birthday 😌,Tommy Hilfiger,Tommy Hilfiger,TikTok,"{ likes: 0, date: '2024-01-24 23:57:27'}",0,
7239861125758845698,Mr dior goes hard ngl,YSL,Dior,TikTok,"{ likes: 524, date: '2023-06-01 23:19:18'}",1,1
7286122945897841441,YAYAAY you got the love earrings !!!,Cartier,love,TikTok,"{ likes: 2, date: '2023-10-04 15:18:52'}",1,1
7259499268414194434,The color is so good in you!!! I loved the pink more but this looks so cute,Lululemon,love,TikTok,"{ likes: 1, date: '2023-07-24 21:25:28'}",1,1
7265075567969239854,I’ll take Prada Black off your hands! I LOVE it; i do think it smells better on women though 🥰. So good!,Prada,love,TikTok,"{ likes: 3, date: '2023-08-08 22:04:07'}",1,1
7334200618707747589,I love the first bag mii😍😍 hoping to get one soon if I have enough money❤❤,Charles & Keith,love,TikTok,"{ likes: 0, date: '2024-02-11 04:44:24'}",0,
7196815051189682986,i went to gucci wit my mom and she turned down a vintage backpack :(,Dior,Gucci,TikTok,"{ likes: 4, date: '2023-02-05 23:18:21'}",0,
7267190346529374981,😂 they say its ugly but they wear jordan 1🤓🤦🏻‍♂️if this is ugly then they are both ugly but this have more high quality material and confy😂,Puma,quality,TikTok,"{ likes: 0, date: '2023-08-14 14:50:21'}",1,1
7320239626542646017,I like this package.,Cartier,like,TikTok,"{ likes: 0, date: '2024-01-04 13:48:45'}",1,1
7285150577456464673,Some of the Chanel products are so gross fake ones don’t look fake 😂,Chanel,Chanel,TikTok,"{ likes: 1, date: '2023-10-02 00:27:49'}",1,0
7311390640679387946,love these pieces!!,Zara,love,TikTok,"{ likes: 3, date: '2023-12-11 17:30:30'}",1,1
7346996764656927493,my h&m never like that😭😭,H&M,like,TikTok,"{ likes: 0, date: '2024-03-16 16:20:01'}",1,1
7189010172452209414,they’re so comfortable,Adidas,comfortable,TikTok,"{ likes: 2, date: '2023-01-15 22:31:35'}",1,1
7297175065291916037,love the fits omg,Shein,love,TikTok,"{ likes: 2, date: '2023-11-03 10:06:28'}",1,1
7338493959533527815,Wowww...Burberry boy Bright🥰🥰🥰,Burberry,Burberry,TikTok,"{ likes: 13, date: '2024-02-22 18:24:51'}",1,1
7248576303251489582,ugh i love this so much💛,Chanel,love,TikTok,"{ likes: 2, date: '2023-06-25 10:59:41'}",1,1
7309995055388181249,i have this exact pair they arent like this thoo i love them,Adidas,like,TikTok,"{ likes: 1, date: '2023-12-07 23:14:59'}",1,1
7290233618538398494,I love mine! Truly so delicately beautiful,Cartier,love,TikTok,"{ likes: 0, date: '2023-10-15 17:10:36'}",1,1
7253820295033979674,Do you genuinely think your SA at Hermes has your best interest at heart? Girl come onnn,Hermes,best,TikTok,"{ likes: 3, date: '2023-07-09 14:07:57'}",0,
7248302555511849771,Does Chanel make a bag more durable the caviar leather ?,Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-06-24 17:16:23'}",0,
7309266572715295531,shoes are shoes. pumas a cheep and thats why i wear them.,Puma,Puma,TikTok,"{ likes: 0, date: '2023-12-06 00:07:47'}",1,1
7329384465720607493,I love montblanc pen,Burberry,love,TikTok,"{ likes: 0, date: '2024-01-29 05:15:23'}",1,1
7120632103730184965,It look great but but I think it look better with neck less,Zara,better,TikTok,"{ likes: 0, date: '2022-07-15 16:09:42'}",1,1
7270233090361279275,We’d rather have the real Cartier then a knockoff,Cartier,Cartier,TikTok,"{ likes: 1, date: '2023-08-22 19:37:50'}",0,
7239632780207194923,Hmmm now I want to make my own chanel cause I love the classy look but I’m curvy tyyyy🫶🏼🫶🏼✨,Chanel,love,TikTok,"{ likes: 1, date: '2023-06-01 08:33:42'}",1,1
7308856667957297925,They also have numbers or writing on the inner surface but real Cartier is just stamped “Cartier”,Cartier,Cartier,TikTok,"{ likes: 4, date: '2023-12-04 21:37:11'}",0,
7343700245078852357,I love Prada,Prada,love,TikTok,"{ likes: 1, date: '2024-03-07 19:07:46'}",1,1
7020108623435432709,ngl they look like platform shoes,Puma,like,TikTok,"{ likes: 0, date: '2021-10-17 18:46:52'}",1,0
7311471333664785185,I love Ralph Lauren Purple Label ✨😍,Ralph Lauren,love,TikTok,"{ likes: 2, date: '2023-12-11 22:43:31'}",1,1
7182825776390701829,The new design looks like the “Barbie” letter. 😂,Burberry,like,TikTok,"{ likes: 0, date: '2022-12-30 06:33:12'}",0,
7280181315109864197,it's not as popular anymore because it was everywhere. Now people prefer to spend this money on Bulgari or Van Cleef,Cartier,popular,TikTok,"{ likes: 3, date: '2023-09-18 15:01:59'}",0,
7283241761366557445,Chanel stils iconic and buteffaul,Chanel,Chanel,TikTok,"{ likes: 3, date: '2023-09-26 20:58:06'}",1,1
7253720819859456794,Love this lady Dior bag 😍😍😍,Dior,love,TikTok,"{ likes: 3, date: '2023-07-09 07:42:25'}",1,1
7284273847129359137,Brought from Chanel in Milan and they gave me a white carrier bag!!,Chanel,Chanel,TikTok,"{ likes: 451, date: '2023-09-29 15:43:23'}",0,
7339161918365598470,VERSACE always ATE,Versace,Versace,TikTok,"{ likes: 0, date: '2024-02-24 13:36:44'}",1,1
7276224812686066478,The Gucci logo looks like Hello Kitty’s bow….love this so much!!!!❤️,Gucci,love,TikTok,"{ likes: 3, date: '2023-09-07 23:08:45'}",1,1
7310443198626612014,I just got into cologne how many sprays would you recommend? I have ysl edp,YSL,recommend,TikTok,"{ likes: 1, date: '2023-12-09 04:13:32'}",0,
7240061818423739179,Chanel is so 🤍,Chanel,Chanel,TikTok,"{ likes: 1, date: '2023-06-02 12:18:07'}",1,1
7240563064227414827,Would love to see the scarf with the brooch as a top!,Chanel,love,TikTok,"{ likes: 3, date: '2023-06-03 20:43:06'}",0,
7336928381303014176,I just got strange feeling about all those expensive luxury items with in few years will be hanging in thrift shops.. like vintage. 😳,YSL,like,TikTok,"{ likes: 0, date: '2024-02-18 13:09:45'}",0,
7273513582092698414,I’m getting the Cartier love bracelet soon and I’m so excited to start a collection!,Cartier,love,TikTok,"{ likes: 0, date: '2023-08-31 15:48:05'}",1,1
7336746509658833671,I LOVE IT,Ralph Lauren,love,TikTok,"{ likes: 0, date: '2024-02-18 01:23:52'}",1,1
7344800126361944875,most comfortable shoe ever🥰,Nike,comfortable,TikTok,"{ likes: 0, date: '2024-03-10 18:15:57'}",1,1
7337808245182300961,LOVE BRITTANY BROSKI,Ralph Lauren,love,TikTok,"{ likes: 224, date: '2024-02-20 22:03:54'}",1,1
7335545387699503903,Navaeh has a really good option of bracelets that fit the same way as cartier does if anyone was wondering I love them,Cartier,love,TikTok,"{ likes: 0, date: '2024-02-14 19:43:18'}",1,1
7322705364138132230,Omg this is so cuteeee i love lulu!!,Lululemon,love,TikTok,"{ likes: 1, date: '2024-01-11 05:17:03'}",1,1
7237686061040091909,they look like a sleep wear,H&M,like,TikTok,"{ likes: 1, date: '2023-05-27 02:38:39'}",1,0
7159862015908872965,funny how the FASHION trends can convince us with anything 😅,Ralph Lauren,trend,TikTok,"{ likes: 55, date: '2022-10-29 09:21:51'}",0,
7341079918593524486,Not worth them prices,Hermes,price,TikTok,"{ likes: 0, date: '2024-02-29 17:39:35'}",1,0
7309153503653184298,Y’all better sue them.Theure literally going against their policy and stealing money,ASOS,better,TikTok,"{ likes: 0, date: '2023-12-05 16:49:08'}",1,0
7328134393288950561,It’s not that expensive though 😕,Ralph Lauren,expensive,TikTok,"{ likes: 0, date: '2024-01-25 20:24:31'}",0,
7310421951029052202,YSL edp is so good😭😭,YSL,YSL,TikTok,"{ likes: 31, date: '2023-12-09 02:51:05'}",1,1
7308289489607426848,Fast fashion at its finest,Uniqlo,fast fashion,TikTok,"{ likes: 0, date: '2023-12-03 08:56:14'}",1,1
7326853374996808453,I want a jacket that looks like that,Lululemon,like,TikTok,"{ likes: 0, date: '2024-01-22 09:33:29'}",1,1
7255079196289499950,i bought it and i love it,Lululemon,love,TikTok,"{ likes: 10, date: '2023-07-12 23:33:08'}",1,1
7206400847966831365,low is way better than this😂,Puma,better,TikTok,"{ likes: 0, date: '2023-03-03 19:16:05'}",1,0
7330744197382751006,Just look up thick white beaters on google it literally gives u a bunch of them and for cheaper smh 🤦🏽,Calvin Klein,cheap,TikTok,"{ likes: 0, date: '2024-02-01 21:11:50'}",1,0
7325451713178207018,better looking than Balenciaga ig,Gucci,better,TikTok,"{ likes: 3, date: '2024-01-18 14:54:23'}",1,1
7227936406177350426,please dont promote fast fashion,H&M,fast fashion,TikTok,"{ likes: 1, date: '2023-04-30 20:05:16'}",0,
7312196865721893665,Polo Ralph Lauren is so overrated nowdays🙄,Ralph Lauren,overrated,TikTok,"{ likes: 1, date: '2023-12-13 21:38:57'}",1,0
7239086684475294510,So not true I wear Chanel I looks great,Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-05-30 21:13:55'}",1,1
7232540983555048238,Omg I like li🥰,Dior,like,TikTok,"{ likes: 2, date: '2023-05-13 05:53:18'}",1,1
7301792623865250566,I like it!,Chanel,like,TikTok,"{ likes: 0, date: '2023-11-15 20:45:00'}",1,1
7273978000923050794,The Cartier…they prob can get away with 5-10x mark up! 2.5-3x mark up to melt value typical for lux jewelry.,Cartier,Cartier,TikTok,"{ likes: 2, date: '2023-09-01 21:50:00'}",1,0
7321594665572090629,Lulu just looks better look at the zipper quality,Lululemon,quality,TikTok,"{ likes: 1, date: '2024-01-08 05:27:04'}",1,1
7297488127504958213,i have this one. this is very convenient. i usually use it for office or overnight sesh with friends. i love it. bought it in Singapore,Charles & Keith,love,TikTok,"{ likes: 9, date: '2023-11-04 06:21:21'}",1,1
7326898195336807214,I love the class that this brand has always maintained. My aunt has had clothes before I was born that still are in great condition,Tommy Hilfiger,love,TikTok,"{ likes: 8, date: '2024-01-22 12:27:36'}",1,1
7183369643327275819,i be having my pumas and i hate when people say “why yo laces so big” like it’s hella annoying,Puma,hate,TikTok,"{ likes: 0, date: '2022-12-31 17:43:22'}",1,0
7317278509181141766,gucci better for top dior better for bottom,Gucci,better,TikTok,"{ likes: 2, date: '2023-12-27 14:18:05'}",1,1
7329229393317462816,Leave laps Lauren alone before is becomes the nee Nike tech 😭,Ralph Lauren,Nike,TikTok,"{ likes: 0, date: '2024-01-28 19:13:39'}",1,0
7340259428706583301,I really love the model 😍 this bag is so cool,Charles & Keith,love,TikTok,"{ likes: 1, date: '2024-02-27 12:35:39'}",1,1
7182845439258755883,Don’t like the new logo but love their coats. Still have my trench coats & got a classic leather jacket this year,Burberry,love,TikTok,"{ likes: 0, date: '2022-12-30 07:49:15'}",1,1
7284171326272258862,Same bag I got from Babala bagsHermes love it so much.🥰,Louis Vuitton,love,TikTok,"{ likes: 1, date: '2023-09-29 09:07:01'}",1,1
7298911529457009410,Its just a black bag with channel logo on it people needs to buy from zara or hnm and keep the money in your wallet,Chanel,Zara,TikTok,"{ likes: 0, date: '2023-11-08 02:24:57'}",0,
7337457080239063813,I have those jeans they are soo worth it,H&M,worth,TikTok,"{ likes: 0, date: '2024-02-19 23:21:19'}",1,1
7312527285907014446,Get the adidas grand court alpha they are so comfy look just like the other adidas shoes and I got them for only $29,Adidas,like,TikTok,"{ likes: 0, date: '2023-12-14 19:01:00'}",1,1
7347522009347179310,give me ysl myself if you don't like it 🙏,YSL,like,TikTok,"{ likes: 0, date: '2024-03-18 02:18:08'}",0,
7247407522091893510,i love ysl,YSL,love,TikTok,"{ likes: 0, date: '2023-06-22 08:43:35'}",0,
7120620910219313925,Omg that’s gorgeous but you should only wear it if you’re comfortable with it <3,Zara,comfortable,TikTok,"{ likes: 2, date: '2022-07-15 15:26:18'}",1,1
7250589499955266330,With the prices from shein I can probably buy a real life chicken on the site,Shein,price,TikTok,"{ likes: 0, date: '2023-06-30 21:10:45'}",1,1
7314397186745533217,You could buy a chanel bag 🥺,Chanel,Chanel,TikTok,"{ likes: 4, date: '2023-12-19 19:57:12'}",1,0
7291364751899263786,Lv is probably the worst at réplicas they really can’t get it right 😭. Others brands seem close. I use consignment stores hood to buy from you next !,Louis Vuitton,worst,TikTok,"{ likes: 3, date: '2023-10-18 18:19:34'}",0,
7263281478933938986,Lululemon is only for white girls,Lululemon,Lululemon,TikTok,"{ likes: 0, date: '2023-08-04 02:02:00'}",0,
7327725511143195397,I wear only TH flip flops cause the material doesn’t hurt my toes but cannot find them anymore 😭,Tommy Hilfiger,material,TikTok,"{ likes: 0, date: '2024-01-24 17:57:38'}",1,1
7245365025048281864,I just keep buy in H&M. 😁,Chanel,H&M,TikTok,"{ likes: 2, date: '2023-06-16 19:17:07'}",0,
7186528269167412011,Look like a regular work out jacket,Lululemon,like,TikTok,"{ likes: 0, date: '2023-01-09 06:00:25'}",1,0
7338190251539841824,nah it's not ethically made,Uniqlo,ethical,TikTok,"{ likes: 0, date: '2024-02-21 22:46:23'}",1,0
7323376824455529249,A company worth respecting🥰,Zara,worth,TikTok,"{ likes: 4, date: '2024-01-13 00:43:20'}",1,1
7321461817755665198,you could save your man lots of money if you didnt think the stupid tiny horse made the clothes better,Ralph Lauren,better,TikTok,"{ likes: 0, date: '2024-01-07 20:51:36'}",1,0
7272746510163886853,Prada loafer 🔥🔥🔥🔥🔥🔥🔥🔥🔥,Prada,Prada,TikTok,"{ likes: 3, date: '2023-08-29 14:11:05'}",1,1
7187583197180445466,ZARA WON 🥇,Uniqlo,Zara,TikTok,"{ likes: 0, date: '2023-01-12 02:14:02'}",1,1
7346953483050992385,I LOVE IT.,H&M,love,TikTok,"{ likes: 0, date: '2024-03-16 13:32:03'}",1,1
7315230085496668971,I love that bag,Prada,love,TikTok,"{ likes: 1, date: '2023-12-22 01:49:07'}",1,1
7066192487672595206,Where Can i Get that closet? I need something like that what do you Call it,ASOS,like,TikTok,"{ likes: 2, date: '2022-02-18 23:15:49'}",0,
7276370283706336032,Absolutely gorgeous.. I love love love it 😍,Gucci,love,TikTok,"{ likes: 2, date: '2023-09-08 08:33:52'}",1,1
7334601315026879237,high recommended 🥰,Charles & Keith,recommend,TikTok,"{ likes: 0, date: '2024-02-12 06:39:26'}",1,1
7173504879708406554,The style maybe similar but the material is entirely different.. hence the pricier Uniqlo win 😁,Uniqlo,material,TikTok,"{ likes: 9, date: '2022-12-05 03:42:52'}",1,1
7182067631058666246,I love Dior ❤️,Dior,love,TikTok,"{ likes: 4, date: '2022-12-28 05:31:28'}",1,1
7066632283755463471,This bags made from cheap quality anyways Lol- Nylon - and most of their products are manufactured in China. Not surprised the fake looks the same,Prada,quality,TikTok,"{ likes: 1, date: '2022-02-20 03:42:28'}",1,0
7312519790748631850,😳oh wow I saw that coat at wal*mart! It was in the home deco department on the floor like some sort of throw rug...oh wait! My bad!,Gucci,like,TikTok,"{ likes: 0, date: '2023-12-14 18:32:03'}",1,0
7288431213936771883,Love them all😊,Chanel,love,TikTok,"{ likes: 0, date: '2023-10-10 20:36:02'}",1,1
7334571268882318122,I absolutely love this fragrance 😍 I fell in love when I first smelled it,Louis Vuitton,love,TikTok,"{ likes: 1, date: '2024-02-12 04:42:43'}",1,1
7267959764663075616,I found myself going back to the mall and downtown to go shop in person because online sizing and quality just varies so much,Zalando,quality,TikTok,"{ likes: 55, date: '2023-08-16 16:36:29'}",0,
7299272913299342111,SHEIN is better,Lululemon,better,TikTok,"{ likes: 1, date: '2023-11-09 01:47:27'}",1,1
7318184757245002529,🤣🤣🤣🤣🤣i wear my chanel bags in the countryside to find mushroom. I buy i use,Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-12-30 00:55:02'}",0,
7312430967981277983,I love Gucci,Gucci,love,TikTok,"{ likes: 0, date: '2023-12-14 12:47:56'}",1,1
7124232679579632390,buy shorter it will look better on you😁,Zara,better,TikTok,"{ likes: 0, date: '2022-07-25 09:01:55'}",0,
7325691403211162386,Best choice EVER😍😍😍😍,Calvin Klein,best,TikTok,"{ likes: 5, date: '2024-01-19 06:24:17'}",1,1
7315916840588706606,Dior is the only designer brand that I will accept for the price 😭,Dior,price,TikTok,"{ likes: 4, date: '2023-12-23 22:14:08'}",1,1
7308935845691147054,I like this best,Hermes,best,TikTok,"{ likes: 5, date: '2023-12-05 02:44:15'}",1,1
7325181249005388577,YSL is the best for classics but this one is for the grannys,YSL,best,TikTok,"{ likes: 0, date: '2024-01-17 21:24:56'}",1,1
7295074726451086085,The quality of the clothes is poor,Zara,quality,TikTok,"{ likes: 1, date: '2023-10-28 18:15:58'}",1,0
7314791758938931998,I got the grand courts cause they look similar and are way cheaper and they don’t do that lol,Adidas,cheap,TikTok,"{ likes: 0, date: '2023-12-20 21:28:12'}",0,
7020248199244415749,Naaah Vans is the best😌,Puma,best,TikTok,"{ likes: 0, date: '2021-10-18 03:48:34'}",1,0
7288144545714946862,🥰🥰🥰🥰🥰🥰🥰I like this bag very much,Prada,like,TikTok,"{ likes: 0, date: '2023-10-10 02:03:20'}",1,1
7261701428723368730,Did u just waste a Nike socks 💀,Zalando,waste,TikTok,"{ likes: 0, date: '2023-07-30 19:50:37'}",0,
7286196711340802822,omg love the love earrings,Cartier,love,TikTok,"{ likes: 0, date: '2023-10-04 20:04:57'}",1,1
7345205478345065222,they love Adidas in london,Adidas,love,TikTok,"{ likes: 2, date: '2024-03-11 20:28:50'}",1,1
7338562673065935649,Tommy Hilfiger is literally designer..,Tommy Hilfiger,Tommy Hilfiger,TikTok,"{ likes: 0, date: '2024-02-22 22:51:46'}",0,
7327799474184651563,my favorite brand,Tommy Hilfiger,favorite,TikTok,"{ likes: 0, date: '2024-01-24 22:44:49'}",1,1
7186431112197096238,YESSSSS ysl is one of my favorite foundations and so is Dior,YSL,favorite,TikTok,"{ likes: 1, date: '2023-01-08 23:43:18'}",1,1
7343016445624288043,Zara’s the best,Zara,best,TikTok,"{ likes: 0, date: '2024-03-05 22:54:21'}",1,1
7332320493826278190,ALL LOOK LIKE ACTUAL ZARA PICS 🤩,Zara,like,TikTok,"{ likes: 0, date: '2024-02-06 03:08:34'}",0,
7279998588289155886,it looks cheap!,Cartier,cheap,TikTok,"{ likes: 1, date: '2023-09-18 03:12:59'}",1,0
7326816750862172960,Barbour is better,Uniqlo,better,TikTok,"{ likes: 0, date: '2024-01-22 07:11:39'}",1,0
7331010148641882885,price alone is 10000 us dollars 💸 Louis Vuitton is to over priced,Louis Vuitton,price,TikTok,"{ likes: 1, date: '2024-02-02 14:23:49'}",1,0
7245772897439564590,Cartier is going to be my next watch,Cartier,Cartier,TikTok,"{ likes: 2, date: '2023-06-17 21:39:50'}",1,1
7145710330680181547,@asos you guys are horrible! I will never buy anything from you guys again!,ASOS,ASOS,TikTok,"{ likes: 3, date: '2022-09-21 06:06:12'}",1,0
7332953720823644970,Why is this better than the one Calvin made??,Calvin Klein,better,TikTok,"{ likes: 0, date: '2024-02-07 20:06:03'}",1,1
7134154979129066286,I have three pair of shorts I’ve owned 10 years and worn thousands of times. Love Lulu.,Lululemon,love,TikTok,"{ likes: 1, date: '2022-08-21 02:45:09'}",1,1
7310896968594604830,@Alyssa Bock just had the exact same issue. I normally buy a lot from @asos and can now confirm I will never buy again @asos,ASOS,ASOS,TikTok,"{ likes: 0, date: '2023-12-10 09:35:59'}",1,0
7229076701329130267,I‘m 1.70 and 78kg which size Should i take for a Crop fit like you have? 🥺,Prada,like,TikTok,"{ likes: 0, date: '2023-05-03 21:50:16'}",0,
7298879503512748832,I like my hermes prada more,Chanel,like,TikTok,"{ likes: 0, date: '2023-11-08 00:21:19'}",1,1
7284479735085056774,Classic Cartier is always a vibe ❤️,Cartier,Cartier,TikTok,"{ likes: 0, date: '2023-09-30 05:02:07'}",1,1
7327401262588494624,I like Ralph Lauren and Nike tech 😭,Ralph Lauren,like,TikTok,"{ likes: 0, date: '2024-01-23 20:59:37'}",1,1
7136949893634212613,my mom would always dress me in Burberry and Ralph Lauren as a kid it was so cute 😭,Burberry,Burberry,TikTok,"{ likes: 0, date: '2022-08-28 15:31:00'}",0,
7211564489837282090,Literally my dream bag. ColorHermes size everything 😍,Louis Vuitton,color,TikTok,"{ likes: 1, date: '2023-03-17 17:13:49'}",1,1
7136628130730476294,I love my Burberry stuff sm,Burberry,love,TikTok,"{ likes: 0, date: '2022-08-27 18:42:13'}",1,1
7301560512915440392,how would you compare the Versace to Guerlain L'Homme Ideal since the cherry and almond is present in it too,Versace,Versace,TikTok,"{ likes: 0, date: '2023-11-15 05:44:17'}",0,
7184906413084771078,I love it and it’s going on my list of things to buy🤭🤭🤭,Lululemon,love,TikTok,"{ likes: 217, date: '2023-01-04 21:06:48'}",1,1
7029577324429312773,Only difference Is the price,Prada,price,TikTok,"{ likes: 80, date: '2021-11-12 07:10:22'}",0,
7335453658467173150,I love them so much so classy and chic,Charles & Keith,love,TikTok,"{ likes: 0, date: '2024-02-14 13:47:19'}",1,1
7325845215931286315,Love lip omg yes,Calvin Klein,love,TikTok,"{ likes: 0, date: '2024-01-19 16:21:29'}",1,1
7343516916366115616,first😍 I love shein,Tommy Hilfiger,love,TikTok,"{ likes: 0, date: '2024-03-07 07:17:10'}",1,1
7173615953493197569,So basically looks the same and is same price. Cool…,Uniqlo,price,TikTok,"{ likes: 0, date: '2022-12-05 10:54:17'}",0,
7307278430709433131,love prada style sm omg and you pulled it off so well,Prada,love,TikTok,"{ likes: 1, date: '2023-11-30 15:33:12'}",1,1
7256035620030776091,beautiful all time classic 🥰,Cartier,classic,TikTok,"{ likes: 2, date: '2023-07-15 13:24:29'}",1,1
7203903030332654342,Imagine having dior😵‍💫 (i have the biggest obsession),Dior,Dior,TikTok,"{ likes: 1, date: '2023-02-25 01:43:35'}",1,1
7136603853177602858,I’m definitely a Burberry Ralph Lauren & Celine girl,Burberry,Burberry,TikTok,"{ likes: 37, date: '2022-08-27 17:08:08'}",1,1
7323191099576795937,i hate shein,Lululemon,hate,TikTok,"{ likes: 0, date: '2024-01-12 12:42:29'}",1,0
7021281861419041542,reebok classics are better,Puma,better,TikTok,"{ likes: 0, date: '2021-10-20 22:39:39'}",1,0
7214400355721937669,I could find them all in a thrift store for 5 times cheaper,H&M,cheap,TikTok,"{ likes: 18, date: '2023-03-25 08:38:18'}",1,0
7312493169265230638,Gucci is starting to look a lot like Shein these days,Gucci,like,TikTok,"{ likes: 0, date: '2023-12-14 16:48:35'}",1,0
7284296314065093419,I have a white carrier bag from that store. It was my first and only Chanel purchase. I didn’t realize it was special,Chanel,Chanel,TikTok,"{ likes: 50, date: '2023-09-29 17:10:34'}",0,
7129666696859910917,I had it didn’t like it,Cartier,like,TikTok,"{ likes: 9, date: '2022-08-09 00:28:27'}",1,0
7338734136867652353,I love those Samba shoes 🥰 what's the model name or number?,Ralph Lauren,love,TikTok,"{ likes: 0, date: '2024-02-23 09:57:45'}",1,1
7317906519671292715,which ysl is the best for school?,YSL,best,TikTok,"{ likes: 0, date: '2023-12-29 06:55:02'}",0,
7276519480607490859,Love it and the packaging is Fabulous 💕,Gucci,love,TikTok,"{ likes: 2, date: '2023-09-08 18:12:42'}",1,1
7182755308913558318,ummm idk about u but I LOVE BURBERRY,Burberry,love,TikTok,"{ likes: 0, date: '2022-12-30 01:59:15'}",1,1
7242664744477344539,Dior perfume smells so badd😭😭,Dior,Dior,TikTok,"{ likes: 7, date: '2023-06-09 12:39:00'}",1,0
